4,Yahoos New Front Page and Shortcuts,"Yahoo's New Front Page and Shortcuts\\I know this kinda stuff has to happen, but it makes me very sad. Yahoo has a new front page. Go look at it. It's at http://www.yahoo.com. See anything odd about the page? The odd thing I see is that the pointer to the directory ..."
3,US: No acquisitions on horizon at Coke,Speaking to analysts and investors yesterday the CEO of soft drinks giant The Coca-Cola Company said there were no immediate plans for any major acquisitions.
4,Google buys digital mapping company,"Keyhole maintains a multi-terabyte database of digital images of geographic locations, culled from satellite and aerial snapshots."
3,Crude futures rise above \$43 a barrel as markets look to OPEC &lt;b&gt;...&lt;/b&gt;,Crude oil futures prices rose above \$43 a barrel Monday after an attack at the US consulate in Saudi Arabia and amid growing concerns that OPEC may try to firm-up oil prices after last week #39;s sharp sell-off.
4,JP Morgan cancels \$5B outsourcing deal with IBM,"NEW YORK - IBM Corp. lost one of its highest-profile outsourced-IT clients on Wednesday, as JPMorgan Chase   Co. said it is canceling the remaining portion of a contract that was intended as a seven-year, \$5 billion deal."
3,"ADV: \$175,000 Mortgage for Under \$730/Month",Mortgage rates are at record lows. Save \$1000s on your mortgage payment. Free quotes.
3,Traders decrease yuan bets,HONG KONG Traders on Monday decreased bets that the yuan would be allowed to strengthen after Prime Minister Wen Jiabao of China said increasing speculation in the currency would delay an easing of its fixed exchange rate to the US dollar.
3,US Retail Gasoline Prices Rise; Diesel Sets Record (Update1),The average US retail price for regular-grade gasoline rose 4.2 cents the past week to \$2.035 a gallon and diesel reached a record as crude oil rallied to an all- time high.
3,"Microsoft, Dell big winners of Air Force deal","The Air Force signed a deal with Microsoft Corp. and Dell Inc. for software services that could be worth \$500 million over six years, Microsoft officials said today."
4,Ask Jeeves Launches Desktop Search,"Ask Jeeves has launched a beta desktop search application, capping off a very busy year in the desktop search space."
2,Odd Things Expected as Red Sox Meet Cards in Game Three,ST. LOUIS (Reuters) - A World Series that has already  produced some odd sights could produce more on Tuesday when  Game Three of the Fall Classic between the Boston Red Sox and  St. Louis Cardinals is played out under a lunar eclipse.
4,'Political Machine' Game Brings Politics to PC,"Political couch potatoes who can't get enough of the impending presidential election will find endless fun with ""The Political Machine."" This new PC game from Ubisoft pits you as a string-pulling presidential puppet master, aka the campaign manager."
1,Floods Kill at Least 241 in Haiti,"GONAIVES, Haiti - Rescuers pulled bodies from floodwaters that raged through parts of Haiti's third-largest city, sweeping people from their homes and forcing survivors to spend the night in trees, atop cars and on rooftops following Tropical Storm Jeanne. The death toll nearly doubled to 241 Monday evening after dozens more bodies were recovered..."
2,NHL Labor Negotiations Set to Resume (AP),"AP - With two fruitless negotiating sessions behind them and only one month left before an NHL lockout, the league and the players association will return to the bargaining table Tuesday."
2,Lab Defends Its Handling Of Hamilton's Blood Sample,The head of the Olympic doping lab in Athens rejected the suggestion that human error was to blame for the deterioration of Tyler Hamilton's blood specimen.
4,"Groups Eager to Meet With Bush, Kerry (AP)","AP - Organizations representing the nation's 3 million scientists, engineers and doctors have invited the two major presidential candidates to have a word with them  #151; online."
2,Mets to revamp front office again,"NEW YORK - The New York Mets are revamping their front office for the second straight offseason, hiring Omar Minaya from the Montreal Expos to become the head of baseball operations."
1,15 People Wounded in Chechen Car Bombing,Fifteen people were wounded early Sunday outside a hospital in the Chechen capital in a car bombing that apparently targeted the security service headed by the
4,"Cisco, Others Expand 10 Gigabit Ethernet Switches","DECEMBER 06, 2004 (COMPUTERWORLD) - Cisco Systems Inc. last week added two supervisor engines with 10 Gigabit Ethernet ports to its midrange and high-end switch lines, and Alcatel and Hewlett-Packard Co."
1,"Israel Destroys Refugee Homes, Kills One","A day after a mortar round killed an Israeli-American woman in a nearby settlement, the Israeli army charged into a Palestinian refugee camp Saturday, killing"
2,FOOTBALL: TOSHACK: I #39;LL TAKE NO NONSENSE,"JOHN TOSHACK last night vowed to take no nonsense from his players after being confirmed as Wales manager. When he was a media pundit, the former Real Madrid chief upset Welsh players and"
3,Verizon Wireless Names Townsend As CFO,"Wireless phone carrier Verizon Wireless on Thursday said it named John Townsend as vice president and chief financial officer of the company, beginning in January."
4,Paul Martin Pushes For New World Forum,"Canada's Prime Minister Paul Martin, while attending the APEC Summit in Santiago, Chile, tried to garner support among world leaders for his idea of instantiating a new world forum, a so-called L-20 group of leaders, consisting of the G-8 countries and the leaders of about 12 other emerging economic powers like India, China, Brazil and South Korea.  As The Toronto Star reported, the animated Prime Minister Martin literally had to be yanked away by his own handlers after describing in urgent tones the need for United Nations reform and for a new forum of world leaders that he wants to create. He bemoaned Sudanese being slaughtered while the UN dithers, he interrupted several questions from reporters to elaborate further, and Saturday he waved off an aide who tried cutting off a press conference."
3,Saga in 1.35bn management buyout,Holidays-to-insurance company Saga has been sold in a 1.35bn (\$2.43bn) management buyout deal backed by private equity firm Charterhouse.
2,Schu #39;s lucky escape,"WORLD champion driver Michael Schumacher escaped uninjured after a high-speed crash during a testing session in Monza, Italy, yesterday."
3,Danske makes 1bn Irish acquisition,"Denmark #39;s biggest financial group, Danske Bank, has agreed to purchase Northern Bank in Northern Ireland and National Irish Bank in the Republic of Ireland from National Australia Bank for 967 million."
1,"Darfuris Fleeing Villages, Report Govt Attacks (Reuters)","Reuters - Darfuri Dowsa Ahmed Hassan\said he was standing in the market place when he heard the\Antonov plane's drone and watched it drop three bombs on his\village, killing a mother and her three children."
4,Novell Posts 4th-Quarter Profit of \$13M,Novell Inc. on Thursday said it swung to a fiscal fourth-quarter profit after the computer networking provider saw strong growth from its enterprise server business during the period.
1,Fla. Urges New Evacuations As Ivan Nears,"KEY WEST, Fla. - All tourists and recreational vehicles were urged to evacuate the Florida Keys early Thursday because the powerful Hurricane Ivan could hit the island chain by Sunday..."
4,"Nokia, Intel team on Symbian phones","ZDNet #39;s survey of IT professionals in August kept Wired  amp; Wireless on top for the 18th month in a row. Intel and Nokia will jointly develop smart phones that run on the Symbian operating system, unveiling"
2,Spielman says he'll be back,Miami Dolphins general manager Rick Spielman said yesterday he's been assured by owner Wayne Huizenga he will return in that role next season.
1,US denies Saddam #39;s on hunger strike,"Former Iraqi dictator Saddam Hussein is not on hunger strike though a number of his jailed deputies are refusing food, according to an officer in charge of the detainees."
2,Astros tee off on Williams,"HOUSTON - Nine days had passed since the Cardinals mathematically clinched their division title. Monday night, their playoff express took a wrong turn smack into the middle of a wild-card street fight."
4,Toshiba announces exchange program for PC notebook memory,"MANHASSET, NY - Toshiba Corp. has announced a voluntary exchange program for memory modules in some of its notebook PCs after identifying a module problem that could cause the PCs to exhibit blue screens"
4,A contraceptive for men on the anvil:,"Health India: London, Nov 14: In a new study, researchers at the University of North Carolina at Chapel Hill rendered monkeys infertile by a vaccine aimed at their sperm."
1,Who are Ch #225;vez's opponents?,"On Sunday, Venezuelans will decide whether to cut short the president's term, which is due to end in 2006."
3,SEC Charges Brokerage Raymond James,"The US Securities and Exchange Commission on Thursday charged brokerage firm Raymond James Financial Inc. (RJF.N: Quote, Profile, Research) with fraud over the misconduct of a former broker in 1999 and 2000."
3,"For Merck, a Painful Withdrawal",The two Merck  amp; Co. executives were somber as the company plane pitched and rolled through the remnants of Hurricane Jeanne on the night of Sept.
3,Update 1: Oil Retreats From \$53 Per Barrel in Asia,"Oil retreated further from its \$53 per barrel threshold in early Asian trade Friday, but players in the market remained edgy about tight supplies heading into North America #39;s winter heating season."
4,Challengers Want Ohio Vote Review,A coalition of groups that do not believe the Ohio presidential election was conducted accurately asks the Ohio Supreme Court to review the swing state's voting results.
2,Capriati and Molik advance at Advanta Championships,VILLANOVA (Pennsylvania): Third-seeded Maria Sharapova of Russia moved into the quarter-finals of the Advanta Tennis Championships on Wednesday when Jelena Kostenic of Croatia was forced to retire in the third set because of a strained groin.
3,Tax Deductions for Home PCs,"You can deduct all or part of the costs of your home PC, depending upon its use. But put on your thinking cap before you tackle this gnarly issue."
2,"Madrid and Valencia, two teams struggling, meet in La Liga this &lt;b&gt;...&lt;/b&gt;",Recent games between Real Madrid and Valencia have gone a long way to determining the fate of the Spanish league title. But perhaps not this season.
1,Ugandan troops kill insurgents in Sudan,"Kampala - Ugandan helicopter gunships and ground troops attacked a rebel hideout in southern Sudan, killing at least 25 insurgents and capturing seven others, an army spokesperson said on Sunday."
2,Franz secures first win of career as Miller misses out,"Austria #39;s Werner Franz finally collected the maiden World Cup downhill victory of his career Saturday, becoming the first man to beat Bode Miller in the discipline this season."
1,Bhopal victims still awaiting justice,"Twenty years later, Union Carbide is still shortchanging the victims of the world #39;s worst industrial disaster. On Dec. 3, 1984, a toxic gas leak from Union Carbide #39;s pesticide factory in Bhopal, India, killed at least 7,000 people."
1,attack on BSF camp in JK; 1 jawan killed,SRINAGAR: One militant and a jawan were killed and three security personnel injured when terrorists made an abortive bid to storm a BSF camp at Sopore in Baramullah district of Jammu and Kashmir in the wee hours on Saturday.
1,Released Turkish workers arrive at embassy in Baghdad,Turkish Foreign Minister Abdullah Gul said Tuesday that 10 Turkish workers who were released after they had been taken hostage in Iraq were now at the Turkish embassyin Baghdad.
4,New Security Vulnerability in Corrupt Online Images,"Within days of the release of the security bulletin, there was proof of concept code available on the web. As the exploit was analyzed by various security groups, it was found that it was similar"
4,RSS: Show Me the Money,"Like it or not, ads are coming to RSS. Sending information only to those who want it might be a way to keep subscribers from rioting. Commentary by Adam L. Penenberg."
2,Diamondbacks Sign Shortstop Clayton,PHOENIX (Sports Network) - The Arizona Diamondbacks signed  free agent shortstop Royce Clayton to a one-year contract on  Tuesday. Financial terms were not released.
3,Oil Prices Halt Three-Day Losing Streak (Reuters),"Reuters - Oil prices rose modestly on Wednesday,\halting a three-day losing streak on profit-taking from record\highs near  #36;50 a barrel."
4,"Lexmark recalls 40,000 laser printers","An electrical-shock hazard is prompting the recall of nearly 40,000 laser printers made by Lexmark International Inc. and sold in the United States."
1,"Russian Drug Unit Maligned Over Dubious Tactics, Priorities","Formed a year ago to bring the full force of the country's law enforcement to bear against a growing drug crisis, Russia's powerful new drug-fighting agency has an army of 40,000 at its disposal, four times larger than the U.S. Drug Enforcement Administration."
2,"Federer, Near-Perfect, Wins US Open Against Hewitt (Update2)","Roger Federer got off to an almost- perfect start and beat Lleyton Hewitt 6-0, 7-6 (7-3), 6-0 for the championship at the US Open, his third Grand Slam title of the year."
2,MVP Ortiz shouldered the load,"Pucker up, New Englanders. Soaked in champagne and grateful for one player as much as any other, Red Sox president and CEO Larry Lucchino said of David Ortiz after the club clinched its 11th American League pennant,  quot;He has such big shoulders and he carries this team on the field and off the field. We're extraordinarily fortunate, ..."
3,September sales at Target stores beat retail average,"MINNEAPOLIS - While other retailers struggled with a sluggish back-to-school season, Target Corp. reported same-store sales well above the industry average."
4,SAS Institute lures former Red Hat CFO,"Private data-mining software maker scoops up Kevin Thomson, who resigned from Linux maker in July."
3,Diebold and the Disabled,Among the promoters of electronic voting machines are advocates for disabled voters. But critics say money connections between disability groups and voting-machine companies suggest the groups may be concerned with more than independent access for the disabled. By Kim Zetter.
2,Clubhouse Chatter: A trade that works for everyone,"Usually when a trade involving a high-priced player of a small market team gets consummated, there is generally the sense that the small market team is being taken advantage of."
3,Update 1: Alitalia Reports Heavy Losses,"Struggling Italian carrier Alitalia said it lost euro620 million (US\$767 million) in the first half of the year, almost double the airline #39;s euro315 million (US\$360 million) losses for the same period the previous year."
1,"Armitage arrives in Pakistan for talks on Iraq, terrorism (AFP)","AFP - US Deputy Secretary of State Richard Armitage arrived in Islamabad for talks with Pakistani leaders on Iraq, Afghanistan and terrorism, the foreign office said."
2,"Drugs in Sport: Four-Year Ban For Alvin Harrison, Admitted PED Use","Alvin Harrison, the 2000 Olympic silver medallist in the 400 meters, received a four-year suspension from the sport after admitting he used several undetectable performance-enhancing"
1,Iran Suspends Uranium Enrichment,"Iran has suspended uranium enrichment and all related activities, state-run radio reported Monday, honoring an agreement with Europe designed to head off possible U.N. sanctions."
1,Officials Fear Iraq's Lure for Muslims in Europe,"Officials fear that for a new generation of disaffected European Muslims, Iraq has become the crux of a new holy war."
1,Fassie CD to boost Mandela fund,A greatest hits album by late South African singer Brenda Fassie will help Nelson Mandela's Aids project.
3,IMF lets Argentina defer \$1.1 billion in debt.,The International Monetary Fund on Friday granted an Argentine government request to defer \$1.1 billion in debt repayments that Buenos Aires was scheduled to make between now and January.
1,Moment of decision hascome for N. Ireland peace: Blair,LEEDS CASTLE (England) - British Prime Minister Tony Blair said yesterday Northern Ireland had reached the moment of decision in which its leaders must show the will to end years of deadlock and secure a lasting peace.
4,Google Starts Auction,"Company launched the biggest electronic auction of stock in Wall Street history Friday but warned that it could face legal liability from a Playboy magazine interview in which some aspects of the Internet search engine's performance were overstated. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/b&gt;&lt;/font&gt;"
2,"NL Wrap: Pujols Boosts Cards, Giants Delight for Bonds (Reuters)",Reuters - Albert Pujols cracked his 40th home\run of the season and reached 100 RBI for the fourth straight\year to help the St Louis Cardinals blank the host Pittsburgh\Pirates 4-0 in the National League Sunday.
4,Britons attack US cloning ban bid,Britain's Royal Society is backing a campaign to stop the US securing a world ban on all forms of human cloning.
2,A Late Stage Entrance,"No longer the top gun in the Red Sox rotation, Pedro Martinez can recapture some status in Game 3 that has been lost to ineffectiveness and odd off-field behavior."
3,Tokyo Stocks Close Up for Third Day (Reuters),"Reuters - Japanese shares rose for a third straight\day on Thursday, advancing over one percent as a rally on Wall\Street encouraged buying of technology issues such as Toshiba\Corp. and Shin-Etsu Chemical"
1,Straw withdraws WMD Claims,"Foreign Secretary Jack Straw revealed on Tuesday that British spy masters have formally withdrawn the claims that Iraqi troops had the capability of producing chemical and biological weapons on 45 minutes notice, the key justification used by the US and"
3,Retailers Seen Posting Modest Nov. Sales,"NEW YORK (Reuters) - U.S. retailers are expected to post  modest November sales this week, with No. 1 retailer Wal-Mart  Stores Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=WMT.N target=/stocks/quickinfo/fullquote""&gt;WMT.N&lt;/A&gt; already cutting its holiday outlook on high  oil prices and warmer weather."
3,South America Misses Rich Trade Opportunities,"The failure of Brazil-led Mercosur and the European Union to reach a free trade deal this month is another lost opportunity for South American nations eager to build stable growth, analysts said."
3,"VC funds rake in \$5.5b in quarter, prompting alert","Venture capital funds raised \$5.5 billion in fresh capital in the third quarter, 78 percent more than in the prior quarter, prompting a warning by the head of"
3,Conway acknowledges slamming Oracle,"Ousted PeopleSoft (PSFT) CEO Craig Conway acknowledged in court Wednesday that he countered rival Oracle #39;s (ORCL) hostile takeover bid with a crusade to vilify the company and its CEO, Larry Ellison."
4,Sony's PSP Hits the Streets,Long lines form in Japan where shoppers finally get their hands on the portable gaming device.
3,Airbus A350 Unleashes New War with Boeing,"PARIS (Reuters) - European planemaker Airbus won approval  from its shareholders on Friday to unleash a fresh marketing  battle against arch-rival Boeing by seeking orders for a  fuel-saving, wide-body jet to be called the A350."
4,Is Firefox 1.0 Less Stable than Firefox PR1.0?,"An anonymous reader wonders:  quot;I had Firefox 1.0PR running smoothly on three different machines and it hardly ever crashed. After upgrading to 1.0, I seem to have at least one annoying crash a day."
3,A Lazard Feud Over an Offering Spills Into View,The bitter battle within Lazard over a proposed initial public offering reached a turning point yesterday as the firm #39;s chairman gave his consent with one colossal
4,Browser phishing  #39;flaw #39; could hook users,"com December 8, 2004, 4:50 PM PT. A function built into all major browsers could be co-opted by attackers to fool Web site visitors into surrendering sensitive information, a security firm warned on Wednesday."
4,New AOL Software Focuses on Security,"Dubbed AOL 9.0 Security, the latest version of America Online's software will give dial-up and high-speed subscribers free McAfee antivirus software and automatic upgrades. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/b&gt;&lt;/font&gt;"
3,More cheer in retail ahead,"The holiday season may not reach 2003 levels but will be up, National Retail Federation says. By Joan Verdon. Hackensack, NJ - The holidays will be slightly less jolly for retailers this year, but they still"
1,"Second Strong Quake Hits West Japan, Tsunami Warning","TOKYO (Reuters) - An earthquake measuring about 7.3 on the  Richter scale shook western Japan on Sunday, the second strong  quake to hit a area in five hours, and evacuations were ordered  due to approaching tsunamis, broadcaster NHK reported."
4,"For Many State Workers, an Unknown Restriction","Eight years after Virginia began requiring its employees to ask permission before looking at sexually explicit material online, state workers whose duties may take them into the seamier side of the Internet are coping with the law, although many don't know it exists. &lt;br&gt;&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-washingtonpost.com&lt;/B&gt;&lt;/FONT&gt;"
3,Merck Execs Protected in Case of Takeover,Merck  amp; Co. Inc. has adopted a severance benefits plan aimed at protecting key managers in the event the company is taken over -- a growing possibility since the withdrawal of arthritis drug Vioxx sent shares tumbling.
4,Red Hat Hires Sun Executive,Red Hat has recruited Sun Microsystems executive Karen Tegan-Padir to serve as vice president of desktop infrastructure technologies.
3,Am Exp suing for billions,"Fresh from a victory over its rivals in the Supreme Court, American Express now wants Visa and MasterCard to show it the money. American Express hired hot-shot lawyer David Boies, who headed"
4,Google in China: Politically Correct?,One of the best things I like about the Internet is the boundary-less nature of this amazing network. I can check out user views of people (from here in India) around the world on the India issues.
4,PalmSource set to acquire China MobileSoft,US-based software developer PalmSource Inc. said Wednesday it had entered agreement to acquire China MobileSoft Ltd. in a bid to extend its market as a software provider for cell phones and mobile devices.
2,Winky Wright Now Looking to Cash In (AP),"AP - Shane Mosley gave Winky Wright his big chance. After beating Mosley a second time, Wright is now ready to cash in on it. Wright pronounced himself one of boxing's elite contenders Saturday night after beating Mosley in a rematch and holding onto his 154-pound titles. It was a narrow win not decided until the final round, but Wright immediately began campaigning for even bigger fights."
4,Nvidia Shores Up Development Gap with Intel Pact,"Under a cross-licensing agreement with Intel, Nvidia will be able to develop its nForce platform for Pentium chips. The agreement will give the graphics chip maker a boost in its race to keep"
2,"Payton out with broken thumb, expected back for opener","Celtics point guard Gary Payton missed Wednesday #39;s preseason game against Detroit because of a broken right thumb. Payton, acquired from the Los Angeles Lakers in an offseason trade, was injured"
3,National Oil Reserves Eyed to Offset Hurricane Losses,The Bush administration said Thursday it is weighing a request from several U.S. refiners to borrow crude oil from the nation's emergency stockpile to help offset supply disruptions along the Gulf Coast from Hurricane Ivan.
2,Rivalry is exhausting,"Another nine innings and another 3 1/2 hours of toe-to-toe, leather-wielding, nonstop action. This time it produced a 12-5 Red Sox victory over the hated Yankees."
4,Space flight pro Young honored for NASA years,"NASA #39;s most experienced astronaut, John Young, was honored by NASA Tuesday night at the National Air  amp; Space Museum for his 42 years of service as he prepares to retire."
4,MCI President Of Enterprise Sales Resigns,The top sales executive running one of MCI Inc.'s largest divisions resigned yesterday as the company struggles with rapidly eroding sales.
2,Sooners offense goes back in time,"For five seasons at Oklahoma, coach Bob Stoops won with an offense as modern as it was effective. The Sooners came out of the locker room throwing, and their speed and their scheme"
1,Three Turkish hostages believed killed,"BAGHDAD -- A Paris newspaper editor said there had been positive movement in the effort to free two captive French journalists yesterday, while a separate militant group said it had killed three Turkish captives."
2,Blatter criticises  #39;childish #39; England players,"Sepp Blatter, the president of football #39;s world governing body Fifa, will tell Sven Goran Eriksson today that his England players were wrong to boycott the media last week."
2,United go to the tape on Wizards,"If Kansas City switches conferences next year when MLS realigns due to expansion, teams such as DC United will certainly become more familiar with the Wizards."
1,Africa and its children,"ALERE, Uganda -- Kasmiro Bongonyinge remembers sitting up suddenly in his bed. It was just after sunrise on a summer morning two years ago, and the old man, 87 years old and blind, knew something was wrong."
4,Athens Wrestles to Avoid Cell Phone Outages,"By MATT MOORE    ATHENS, Greece (AP) -- Amid the roar of the crowd, the silence of the phones can be deafening. As thousands of athletes, spectators, journalists, officials and more descend on the Greek capital ahead of the Aug..."
4,Harvard Wants to Clone Human Embryos (AP),AP - Harvard researchers want to be the first in the United States to produce cloned human embryos for disease research.
2,Bears anxious to try out Couch,"Couch, 27, has sat idle since being released Sept. 5 by the Green Bay Packers, who signed him June 14 to a one-year contract. Couch was cut June 9 by the Cleveland Browns after refusing to accept a 60 per cent pay cut."
2,Mets: Interviews continue for Minaya,"General manager Omar Minaya interviewed Jim Riggleman for the Mets #39; vacant managerial spot yesterday, and minor-league manager and former Mets second baseman Wally Backman will be interviewed today."
1,Stocks Move Higher As Oil Prices Decline,"NEW YORK - Investors bid stocks higher Tuesday as oil prices declined and earnings results from a number of companies, including International Business Machines Corp. and Texas Instruments Inc., topped Wall Street's expectations..."
3,EBay's Whitman topples Fiorina from top spot on Fortune list,"The title of most powerful businesswoman is going, going, gone, to eBay Inc.'s Meg Whitman."
1,Colombia Looks to Build Drug Crime Museum (AP),"AP - A sprawling hacienda once owned by Pablo Escobar, emblematic of the drug lord's excesses, may soon house a museum highlighting the evils of drug trafficking, a top Colombian official said."
1,"Gagliano aide had misgivings about sponsorships, inquiry told (Canadian Press)","Canadian Press - OTTAWA (CP) - The political interference in the federal sponsorship program was so pervasive that it even prompted complaints from Alfonso Gagliano's former right-hand man, a public inquiry was told Monday."
2,F1 supremo Ecclestone abandons all hope for British Grand Prix,LONDON: Formula One supremo Bernie Ecclestone insisted on Friday that the British Grand Prix has no chance whatsoever of making it back on to the 2005 calendar.
4,China Bans Video Game for Breach of Sovereignty,"China, sensitive about issues of national sovereignty, has banned a computer sports game that classifies Taiwan, Hong Kong, Macau and Tibet as countries and has threatened to fine Web sites that supply the game and net cafes that let"
2,Holmes hurt knee against the Bucs,"The Kansas City Chiefs put running back Priest Holmes on the injured reserve list with an injured knee Thursday.  quot;Priest Holmes is making steady progress on the rehabilitation of his right knee, quot; team president Carl Peterson said."
3,Man charged with extorting Hardee #39;s,A stock analyst faces federal charges for trying to extort thousands of dollars from the parent company of St. Louis-based Hardee #39;s.
2,France's Testud Pulls Out of U.S. Open (AP),AP - Sandrine Testud of France pulled out of the U.S. Open on Sunday because of an injured right foot.
4,Acceptance Letters,"Type design was once the province of skilled artisans. With the help of new computer programs, neophytes have flooded the Internet with their creations."
2,Is Wayne Rooney #39;s ripped shirt cool or not?,"Footie wonderboy Wayne Rooney might have scored a hat-trick on his Manchester United debut, but it didn #39;t stop him getting a telling off afterwards."
3,MGM Mirage Sees a City,"The casino company Wednesday announced ambitious plans to create a 66-acre city-within-a-city on the Las Vegas Strip between the Bellagio, which MGM Mirage owns, and the Monte Carlo, in which it holds a 50 stake."
3,Statement From Demos On The Last Fed Rate Hike of 2004,"quot;While the increase in the Federal Reserve rate might benefit individuals with long term investments or saving, millions of households in our deficit-spending culture will only experience its many pitfalls."
1,SC declines consent for Taj Mahotsav,"A grand festival marking 350th year of Taj Mahal, beginning on Monday, ran into rough weather as the Supreme Court said that it cannot permit the UP Government to go ahead with the celebrations near the World Heritage Monument."
3,"Canada bank, Banknorth talk \$2B deal","Canada #39;s Toronto Dominion Bank said Wednesday it is in talks with US-based Banknorth Group about a possible deal, while a published report said the two parties are in advanced negotiations that could lead to a \$2."
2,Mets to interview Backman,"The Mets may reach back into one of their most successful eras in their manager search. Wally Backman, the sparkplug second baseman on the 1986 championship team"
4,Cheek tissue to restore eyesight,Japanese doctors have used thin sheets of cheek tissue to restore vision in people with a painful eye condition caused by damaged corneas.
3,Overtime pay will now be protected for millions,"Overtime pay matters to American workers and their families, and this week millions more of them gained overtime rights. Until now, outdated regulations left millions of workers without the guaranteed overtime protections they deserve."
3,The Global Startup (Forbes.com),"Forbes.com - In late September 110 entrepreneurs and venture capitalists from 17 cities flew in for Jerusalem Venture Partners' annual meeting, at the Cafe Gray overlooking Manhattan's Central Park. Businesspeople from Amsterdam, Milan and Singapore sat across from folks from Tel Aviv, Tokyo and Zurich as they sipped coffee and listened to a lecture about the perils and opportunities of China's tech markets. Between presentations JVP founder Erel Margalit darted from table to table shaking hands, bowing and kissing cheeks, interrupting conversations held in Chinese, Hebrew and heavily accented English."
4,Banner day for attacks?,"Security experts warn of banner ads with a bad attitude--and a link to malicious code. Also: Phishers, be gone."
3,Oil Up \$1 as Hurricane Ivan Threatens,NEW YORK (Reuters) - World oil prices shot higher on Monday  as companies operating in the Gulf of Mexico braced for output  disruptions from powerful Hurricane Ivan.
2,SOUNESS BLASTS BOLTON #39;S STYLE,Graeme Souness was quick to criticise Bolton #39;s tactics after watching his Newcastle United side crash to a 2-1 defeat at the Reebok Stadium on Sunday.
2,Cowboys and Browns Swap Receivers,"IRVING, Texas (Sports Network) - The Dallas Cowboys dealt  wide receiver Antonio Bryant to the Cleveland Browns Tuesday in  exchange for wide receiver Quincy Morgan."
