3,China to open world's largest radio telescope to int'l scientists in April,"China will officially open the world's largest single-dish radio telescope to international scientists, starting April 1. The 500-metre Aperture Spherical radio Telescope (FAST) has a diameter of half a kilometre and had started operations in January last year. It has a receiving area equivalent to about 30 football fields."
2,PM lights Swarnim Vijay Mashaal to mark start of 50th anniversary of 1971 war win,"PM Narendra Modi on Wednesday lit up 'Swarnim Vijay Mashaal' at National War Memorial, marking the beginning of the 50th anniversary year of India's victory over Pakistan in 1971 war. Four Victory Mashaals lit from Eternal Flame will be carried to various parts of India including to villages of Param Vir Chakra and Maha Vir Chakra awardees of 1971 war."
0,The all-new Volvo S60 is designed to help save lives: Volvo,"Every car, Volvo said, is made to give people the journey of their lives while preparing them for every surprise on the way. The latest luxury sedan, the Volvo S60, lets you rediscover the thrill of driving, be it inside or outside, it is designed to help save lives while helping us keep our promise, it further mentioned."
1,Kamal Haasan recovering well from leg surgery: Daughters,"Actresses Shruti Haasan and Akshara Haasan on Tuesday issued a statement announcing that their father Kamal Haasan's leg surgery was a success and also mentioned that the actor-politician is doing well. ""He's in good spirits and working towards [a] speedy recovery...After a few days of rest...he shall be ready to interact with people as always,"" the statement on Twitter read."
3,NASA announces discovery of water on sunlit surface of Moon,"NASA on Monday announced that its Stratospheric Observatory for Infrared Astronomy (SOFIA) has confirmed there's water on the sunlit surface of the Moon. This discovery indicates that water may be distributed across the lunar surface, and not limited to cold, shadowed places. SOFIA has detected water molecules (H2O) in Clavius Crater, one of the largest craters visible from Earth."
6,Withdraw govt troops from Tigray: Rebel leader to Ethiopian PM,"The leader of the rebel forces in Ethiopia's Tigray region, Debretsion Gebremichael, on Monday called on Ethiopian PM Abiy Ahmed to ""stop the madness"" and withdraw troops from the region. Gebremichael claimed that fighting continues on ""every front"" despite Abiy declaring victory last week. ""We are sure we'll win,"" Gebremichael, who leads the Tigray People's Liberation Front (TPLF), said."
2,"Odisha Minister Pratap Jena among 13 booked for murder of BJP leader, aide","The Odisha police has registered a case against 13 people, including state Law Minister Pratap Jena, after 75-year-old BJP leader Kulamani Baral and his associate were hacked to death in Cuttack district. The case was registered on the basis of a complaint by Baral's son, who alleged that his father was killed at the behest of Jena."
1,"Vikrant Massey is a distinct actor, I really love his work: Konkona","Konkona Sensharma, who'll be seen alongside Vikrant Massey in 'Ramprasad Ki Tehrvi', has said he's a very distinct actor. ""I really love Vikrant's work...He can do many things really well...So it was a wonderful opportunity to act alongside him,"" she added. Konkona has previously worked with Vikrant in 'A Death in the Gunj' and 'Dolly Kitty Aur Woh Chamakte Sitare'."
4,Shaw shares motivational quote after criticism over failure in 1st Test vs Australia,"India opener Prithvi Shaw, who scored 0(2) and 4(4) in the first and second innings respectively in the first Test against Australia, took to Instagram Stories to react to criticism over his failure. He shared a motivational quote that read, ""If sometimes people demotivate you for something you try to do that means you can do that but they can't."""
5,China proposes antitrust rules for non-bank payments industry,"China on Wednesday proposed draft rules to curb market concentration in its online payment market. Under the rules, any non-bank payment company with 50% market share in online transactions or two entities with a combined two-third share could be subjected to antitrust probes. Restrictive measures, including breaking up the entity, can be imposed in case a monopoly is confirmed."
1,Delhi Health Minister thanks SRK for donating Remdesivir injections,"Delhi Health Minister Satyendar Jain on Thursday thanked Shah Rukh Khan for donating 500 Remdesivir injections. ""We're extremely thankful to...@iamsrk, @MeerFoundation for donating 500...injections at a time when it was needed the most. We're much obliged for...support extended by you during the time of crisis,"" he tweeted. Remdesivir injections are used in the treatment of COVID-19 patients."
4,"Djokovic, Federer, Nadal bag honours at ATP awards for 2020","Novak Djokovic, Roger Federer, Rafael Nadal were among the winners at the ATP awards 2020 on Monday. Djokovic ended the year as world number one singles player for record-equaling sixth time. Federer was the singles fans' favourite for a record-extending 18th straight year. Meanwhile, Nadal received the Stefan Edberg Sportsmanship Award for the third year straight and fourth time overall."
0,"General Motors unveils self-driving, flying Cadillac car concept","General Motors has unveiled a Cadillac-branded autonomous, flying vehicle concept at the 2021 CES show which is capable of carrying passengers from rooftop to rooftop. The single-seater electric vehicle takes off and lands vertically and can travel at speeds of up to 88.5 kmph. The concept is GM's first foray into aerial mobility and unlikely to go into production."
6,Those getting Sputnik V vaccine shot should give up alcohol for 2 months: Official,"A health official, Anna Popova, in Russia has warned that anyone getting vaccinated against COVID-19 with Sputnik V vaccine should give up alcohol for almost two months. Popova said that people should stop drinking alcohol at least two weeks before getting the first of two injections and then they should continue to abstain for a further 42 days."
2,Why are we still doing mock COVID-19 vaccination drills: Omar Abdullah,"Criticising the COVID-19 vaccination dry runs that were conducted in states and UTs, National Conference leader Omar Abdullah on Friday tweeted, ""Why are we still doing mock drills?"" He added, ""The vaccines were given emergency approval more than 4 days ago. Many other countries started administering the first doses within hours of granting emergency approval. What's the hold up now?"""
5,Man following Google Maps drowns after driving car into dam: Maha Police,"A 34-year-old driver drowned on Sunday night in Ahmednagar district's Akole after driving a vehicle into a dam while allegedly following directions on Google Maps, Maharashtra police said. The deceased was following directions to a bridge, which is currently underwater following the rainy season, police added. The two others in the car, including his employer, managed to swim to safety."
0,Passenger vehicle retail sales grow by 24% in December: FADA,"Passenger vehicle (PV) retail sales in December rose by 24% year-on-year to 2,71,249 units, the Federation of Automobile Dealers Associations (FADA) said. Automobile registrations across the country grew by 11% in December from the year-ago period, showing positive growth for the first time in 2020-21, FADA added. Commercial vehicle sales fell 13.5% year-on-year to 51,454 units in December 2020."
1,That's just my face: Jennifer Lopez on accusation that she got 'tons of botox',"An Instagram user commented on a video posted by singer Jennifer Lopez and accused her of getting botox. ""[Your] brows and forehead don't move at all when you talk or try to express...you definitely have [tons of] botox,"" the user wrote. Lopez responded, ""LOL that's just my face...For the 500 millionth time…I've never done botox or any injectables or surgery!"""
1,Divya Bhatnagar's pneumonia has worsened due to COVID-19: Brother,"TV actress Divya Bhatnagar was suffering from pneumonia before she tested positive for coronavirus, her brother Devashish Bhatnagar told The Times of India. ""[It] has worsened owing to coronavirus...We want her to recover from pneumonia,"" he added. ""I'm meeting Divya wearing...PPE kit because I need to...cheer her up. She's conscious and tries to talk to me,"" Devashish further said."
4,"Crowd abuses Mohammed Siraj, police kick out spectators as play briefly stopped",The fourth day's play in the Sydney Test between Australia and India was briefly halted after a section of the crowd abused Team India fast bowler Mohammed Siraj. Team India stand-in captain Rahane and Siraj had a word with the umpires after which the police intervened. The play resumed after some spectators were kicked out by the police.
0,NEXA gets India’s 1st multi-financier online car finance: Maruti Suzuki,"Maruti Suzuki India Limited has announced the launch of multi-financier 'Smart Finance' service for NEXA customers across 30 cities. With this, it has become India's 1st car OEM to offer online, end-to-end car finance services, Maruti Suzuki mentioned. The platform offers one-stop convenience with option to compare loan offerings from multiple financiers, enabling customers to make an informed choice."
2,Former Maharashtra minister Vilas Patil Undalkar dies at 82,"Maharashtra's former minister Vilas Patil Undalkar passed away aged 82 in Satara on Monday. He reportedly died after following a brief illness. Popularly known as kaka, Undalkar won from Karad South Assembly seat seven times till 2014. Ajit Pawar said that Undalkar will be remembered for his ""vital contribution to the development of rural Maharashtra""."
6,Twitter labels Trump's tweet accusing Democrats of trying to 'steal the election',"US President Donald Trump accused Democrats of trying to ""steal"" the election early Wednesday, saying his administration would ""never"" allow this to happen. Twitter immediately labelled the post with a warning saying, ""Some or all of the content shared in this Tweet is disputed and might be misleading about an election or other civic process."""
5,"Signal downloads grew 9,483% in India after WhatsApp policy update: Report","Signal app saw a growth of 9,483% in its downloads in India, after WhatsApp announced its new policy update, reports citing Sensor Tower data said. It had 24,000 downloads between January 1-5 and saw 2.3 million new downloads between January 6-10. Telegram too saw its downloads rise 15% with 1.5 million new downloads between January 6-10."
4,"Chahal shares video of himself batting in nets in Australia, gets trolled","Team India leg-spinner Yuzvendra Chahal took to Instagram to share a video of himself batting in the nets in Australia, writing, ""Adding up scores this time."" Several cricketers, including Rashid Khan and Dale Steyn, trolled Chahal. Rashid wrote, ""Nice but brother, we are better off as bowlers."" Steyn commented, ""Facing fast off spin?"""
6,South Korea is holding $7 bn in Iranian funds hostage: Iran,"Denying that it's holding a South Korean ship and its crew as hostages, Iran said, ""[South] Korea's government...is holding $7 billion, which belongs to us, hostage on baseless grounds."" The Iranian funds have been frozen in South Korean banks due to US sanctions. South Korea said that it would send a delegation to Iran to try to free the ship."
5,"Foxconn plans India IPO to raise ₹5,000 crore: Report","The Indian arm of Apple supplier Foxconn is planning to float an initial public offer (IPO) worth ₹5,000 crore, a report said. The company will launch the IPO once it consolidates its group entities in India, the report added. In July, Reuters reported that Foxconn was considering investing around ₹7,500 crore to expand its facility at Sriperumbudur in Tamil Nadu."
2,"AK Sharma, Gujarat cadre IAS officer who took VRS, joins BJP","Former Gujarat cadre IAS officer Arvind Kumar Sharma, on Thursday joined BJP in Uttar Pradesh, days after he took voluntary retirement. Sharma served as the secretary in the MSME Ministry in the Modi government after his six-year-long stint at the Prime Minister's Office. ""I will always remain grateful to PM Modi,"" AK Sharma said after joining BJP."
4,KL Rahul to return to India after injuring himself in the nets in Australia,"Team India wicketkeeper-batsman KL Rahul has been ruled out of the remaining two Tests against Australia. The 28-year-old sprained his left wrist while batting in the nets at the MCG on Saturday. ""He will now return to India and head to the National Cricket Academy in Bengaluru for further rehabilitation of his injury,"" the BCCI said in a statement."
3,'Forever chemicals' used in outdoor gear found in snow on Mt Everest: Study,"""Forever chemicals"" used in water-repellent outdoor gear have been found in snow near Mount Everest's summit, University of Maine reported. A research assistant professor at the university said these human-made PFAS could eventually pose a risk for residents who drink the water. This marks the first time that Everest snow and meltwater has been analysed for PFAS, the professor said."
6,"Iran, Afghanistan inaugurate their first railway link","Iran and Afghanistan inaugurated the first railway link between the two countries. The 140-kilometre line running from Iran's Khaf city into western Afghanistan will eventually be expanded by 85 kilometres to reach the Afghan city of Herat. Reportedly, Iran hopes to transform itself into a regional transport hub, allowing landlocked Asian countries to transport goods to its ports."
2,"TRS, AIMIM have deep friendship: BJP MP on Hyd civic polls","Commenting on recently concluded Hyderabad civic polls, Telangana's Nizamabad MP Arvind Dharmapuri said, ""We will wait and watch what TRS government will do after emerging as the single largest party."" ""All [we] know...TRS and AIMIM have a deep friendship and they are also in the government,"" he added. ""TRS has more than 30 ex-officio votes in its favour,"" Dharmapuri stated."
6,No way to address climate emergency without US leadership: UN Chief,"UN Secretary-General António Guterres said that ""there's no way to address the climate emergency in the world without US leadership."" The 2015 Paris climate accord wouldn't have been possible without the leadership of then US President Barack Obama, he added. US formally withdrew from the climate accord on November 4, a decision announced by US President Donald Trump in 2017."
4,"Continue with Burns as Test opener, don't disturb winning combo: Ponting","Ex-Australia captain Ricky Ponting said he would request coach Justin Langer to continue with Joe Burns as one of the Test openers against India instead of Will Pucovski and not disturb the winning combination. ""Burns hasn't done much wrong...I always say you don't want to be making too many changes if you don't need to,"" Ponting said."
5,Indian student among winners of NASA app development challenge: Report,"A high school student from Gurugram, Aryan Jain, is among the winners of NASA's Artemis Next Gen STEM-Moon to Mars App Development Challenge, PTI reported. Jain had teamed up with six high school students from the US. The competition was a coding challenge in which NASA presented technical problems to students and sought their contributions to deep space exploration missions."
4,Who are the fastest batsmen to reach 27 hundreds in Test cricket?,"Australia batsman Steve Smith today became the second-fastest batsman to reach 27 hundreds in Test cricket. Smith took 136 innings to reach 27 hundreds, 66 innings more than Don Bradman. Smith is followed by Virat Kohli and Sachin Tendulkar, who took 141 innings each. Ex-India captain Sunil Gavaskar took 154 innings, while former Australia opener Matthew Hayden took 157 innings."
2,TMC engages in disaster management to stop leaders from leaving: BJP,"West Bengal BJP president Dilip Ghosh on Sunday said, ""TMC engages in disaster management to convince its leaders not to leave the party."" ""No credibility is left with TMC. Leaders and workers are fleeing from the party. It is disintegrating,"" he added. Ghosh announced that Union Home Minister Amit Shah will reach Bengal on a two-day visit on January 30."
4,Kohli is the most Australian non-Australian cricketer of all time: Greg Chappell,"Former Team India head coach Greg Chappell has said that Virat Kohli is the most Australian non-Australian cricketer of all time. He added, ""Kohli embodies the new India. As the premier player and captain of the world’s pre-eminent cricket power, he feels an abiding responsibility to the wider game."" Chappell stated, ""Kohli does not believe in passive resistance."""
1,"After husband's death, saw people's reality & how they view a woman: Sonali","Actor-politician Sonali Phogat said that after her husband's death, she saw the ""reality of people and how they view a woman"". ""If a woman is good-looking and alone, she is not allowed to live. She is mentally tortured,"" she added. ""After my husband passed away, I faced many such hardships, which have made me stronger,"" Sonali further said."
3,Firework that lasted for 150 yrs: NASA on pic of super-massive star Eta Carinae,"The official Instagram page of NASA has shared the picture of Eta Carinae, a doomed super-massive star 7,500 light-years away that went through a ""Great Eruption"" in the 1840s that made it the second-brightest visible star in the sky for over a decade. ""Have you ever seen a slow-motion firework show that lasted...over 150 YEARS?"" wrote NASA."
6,I have asked Fauci to stay on and join my COVID-19 team: Biden,US President-elect Joe Biden on Thursday said he has asked the government's top infectious disease expert Anthony Fauci to remain in his post and join his coronavirus team after he takes office on January 20. Biden has also asked Fauci to serve as his Chief Medical Adviser. Fauci is currently the Director of National Institute of Allergy and Infectious Diseases.
6,"6 killed after attacking Indonesian Police with guns, samurai sword","Six people were killed during a shootout after they attacked a police vehicle with firearms, sickles and a samurai sword, Indonesian Police said on Monday. The deceased were supporters of hard-line Islamic cleric Rizieq Shihab. The shootout occurred after the police vehicle was ""boxed in"" by two vehicles of the cleric's supporters, who later attacked it, Jakarta Police chief said."
5,Twitter suspends US lawmaker's account over election fraud claims,"Twitter has temporarily suspended the account of Republican US Representative Marjorie Taylor Greene after she posted several tweets alleging voter fraud in Georgia during the presidential election. Greene's account ""has been temporarily locked out for multiple violations"" of the 'civic integrity policy', a Twitter representative said. Greene accused the company of suppressing conservative voices."
2,Rumours of Bihar ministers being involved in IndiGo manager's murder: Tejashwi,"Leader of Opposition in Bihar and RJD leader Tejashwi Yadav, in a Facebook live on Friday said that there are rumours of ministers in state government being involved in the murder of the IndiGo airlines manager Rupesh Kumar Singh. Singh was shot dead by unidentified bike-borne men in the Punaichak area of Patna on January 12."
0,"Suddenly, you're on road: Harley-Davidson dealer on company's India exit","Gaurav Gulati, the owner of a Delhi Harley-Davidson dealership, compared the company's sudden exit from India to a ""bad dream"", saying, ""You were sleeping on a plush bed in plush environment...and suddenly you were seen on the road."" The US-based company announced its exit from India in September. Harley-Davidson's dealers' association is looking at taking legal action against the company."
2,"Uddhav, Aaditya take part in Shiv Sena’s planning for 2022 BMC polls","Shiv Sena President and Maharashtra CM Uddhav Thackeray and Aadtiya Thackeray took part in the party's strategic planning for the 2022 Brihanmumbai Municipal Corporation (BMC) election, according to party functionaries. The CM has already asked the Mumbai legislators to start ground work in ward levels, a party functionary said. He is reportedly expected to convene a meeting of senior leaders."
1,CBI not acting responsibly: Plea in SC over Sushant's death probe,"A plea regarding Sushant Singh Rajput's death moved the Supreme Court and claimed that CBI is not acting responsibly. ""This court passed an order for CBI inquiry on August 19...eager family members, fans...yet to get a solace regarding the exact reason of his death,"" the plea stated. ""Unnecessary delay...is bringing bad name to the administration of justice,"" it added."
1,Arshad joins Akshay and Kriti starrer 'Bachchan Pandey': Reports,"Actor Arshad Warsi has been roped in to play Akshay Kumar's friend in the upcoming film 'Bachchan Pandey', Mumbai Mirror reported. While Akshay and Arshad have never worked together in a film before, they have been part of the 'Jolly LLB' franchise. The production of the film, which will also star Kriti Sanon, will reportedly start in January 2021."
6,"If opp'n wants to move a no-confidence motion, they should: Pak PM",Pakistan PM Imran Khan has said that if the opposition wants to move a no-confidence motion against the government then they should do it. Khan criticised Pakistan Democratic Movement's (PDM) call for all opposition lawmakers to resign en masse from the parliament by December 31. PDM wants to force the government to call for early snap elections by resigning.
1,"Late actress Divya's husband posts her videos, denies Devoleena's claims","Late TV actress Divya Bhatnagar's husband Gagan Gabru, who has been accused of domestic violence by the actress' family and actress Devoleena Bhattacharjee, has denied their claims by posting videos on Instagram. He said that Devoleena was ""trying to gain publicity"" by mocking Divya's death. In one of the videos, Divya is seen dancing with Gagan."
5,I&B Ministry to decide if online gambling sites can advertise on TV,The Ministry of Information and Broadcasting has started consulting various stakeholders to decide whether sites that promote online gambling should be allowed to broadcast advertisements on TV channels. The step was taken after a petition was filed in the Delhi High Court seeking to restrict gaming websites that allegedly facilitate online gambling and carry advertisements.
5,Gmail suffers outage for second time in 2 days,"Gmail suffered another outage affecting a ""significant subset of users"", one day after a range of Google services went down for close to an hour. ""Affected users are able to access Gmail, but are seeing error messages, high latency, and/or other unexpected behavior,"" said Google. It later fixed the issue, hours after first problems were reported."
4,Champions League game suspended after players walk off over alleged racism,"The Champions League match between Paris Saint-Germain and Basaksehir was postponed on Tuesday after players left the field after Basaksehir assistant coach accused fourth match official of racial abuse. According to the television footage, the fourth official was allegedly heard telling the referee, ""Go and give it (the red card) to the Black one...go verify, the Black one over there."""
2,"Trump supporter made fake Twitter accounts, raised $7K for LGBT campaign","A 21-year-old man who created fake accounts on Twitter and impersonated US President Donald Trump's family members was reportedly able to raise $7,384 for a non-existent ""Gay Voices for Trump"" campaign. A parody account run by Josh Hall even prompted President Trump to retweet an article falsely claiming that his sister, Elizabeth Trump Grau, had joined Twitter to support him."
5,Apple adds more Tesla ex-execs to its self-driving car team: Report,"A ""small team"" at Apple working on its self-driving car has seen the addition of more former Tesla executives, Bloomberg reported. The report said Apple recently hired Jonathan Sive, a vehicle engineer from Tesla and Waymo, as a senior manager on the car project. It also hired former Tesla engineering VP Steve MacManus, who is now working for the project."
1,Saw myself open up as a person: Saiee Manjrekar on life post debut,"Mahesh Manjrekar's daughter, actress Saiee Manjrekar, who made her debut with Salman Khan's 'Dabangg 3', has said her life after her debut has been ""super"". ""Normally, I've always been a...shy person. I saw myself open up as a person after that,"" she added. ""With all...interactions, and meeting people daily, I kind of started being more aware of...things happening,"" Saiee said."
4,India become first team to beat Aus in a Test at The Gabba in 32 years,"India ended Australia's 32-year long unbeaten streak in Tests at The Gabba in Brisbane on Tuesday with a three-wicket victory in the fourth Test. With the win, India clinched their second Test series victory in Australia on a trot. Australia's last defeat in Brisbane came against West Indies in 1988. They were undefeated at The Gabba in last 31 Tests."
1,Sonam was trained by visually impaired coach for 'Blind': Sujoy Ghosh,"Speaking about Sonam Kapoor's upcoming thriller 'Blind', filmmaker Sujoy Ghosh, who is producing the project, revealed that the actress worked with a visually impaired coach for the role. ""It's a challenging role but Sonam is doing it well. She has worked hard with a coach hired by us, to understand the nuances of playing blind,"" he told Times of India."
1,Sona says her new video got comments doubting MeToo claims over 'vulgar clothes',"Singer Sona Mohapatra said she received comments on her latest video saying she ""possibly lied about her #MeToo call-outs"" considering she ""wears such vulgar clothes"". She added the comments also said she's ""possibly the kind of woman who likes men to misbehave with her."" Sharing screenshots, Sona tweeted, ""The chaps don't even make sense in the way they write."""
6,Woman held after journo researching dark web uncovers her plot to kill parents,"An Australian woman was arrested for allegedly using the dark web to hire a contract killer to murder her parents for financial gains, following a tip-off from a British journalist working for the BBC. The journalist, who was researching the dark web for an investigative series, found evidence that a person had paid online for the murder of two people."
5,15-yr-old Indian-American inventor Gitanjali TIME's first-ever 'Kid of the Year',"Indian-American inventor Gitanjali Rao has been named TIME Magazine's first-ever 'Kid of the Year' after being selected from over 5,000 nominees. Actress Angelina Jolie interviewed Rao, where she talked about how she used technology against issues ranging from contaminated water to opioid addiction and cyberbullying. Her AI-based service 'Kindly' can detect cyberbullying at an early stage."
1,"Actress criticised as old tweet of condom on Shivling goes viral, complaint filed","Bengali actress Saayoni Ghosh has come under criticism after a tweet, dating back to 2015, re-surfaced on Twitter. The actress had allegedly tweeted a picture wherein a female character was seen putting condom over the sacred Hindu symbol of a Shivling and written, ""Gods [couldn't] have been more useful.""  Former Meghalaya Governor Tathagata Roy has filed a complaint against her."
1,"'Golmaal 5' might happen, that depends on Rohit Shetty: Arshad","Actor Arshad Warsi, who has starred in all four 'Golmaal' films, commented on the possibility of working in the fifth sequel to the franchise and said, ""Golmaal might happen. That depends on Rohit (Shetty)."" He further said, ""One day, we'll get a call from his (Rohit) office for the narration...and that's how we'll know it's happening."""
5,IBM CEO Arvind Krishna to take over as Chairman from January,"IBM Chief Executive Officer (CEO) Arvind Krishna will take over as the Chairman of the company from January 1, replacing Executive Chairman, Ginni Rometty. Rometty, who stepped down as IBM's CEO earlier this year, will occasionally be asked to act as an independent contractor after her retirement, the company said. Arvind Krishna has been a part of IBM since 1990."
6,UK praises 'incredible things' being done by India in solar energy sector,"British Prime Minister, Boris Johnson, in his speech at climate summit hailed the ""incredible things"" being done by India in the solar energy sector. He reiterated the UK's pledge to radically cut dependence on fossil fuels. ""We're going ahead with...massive solar programme...though we can't hope to emulate the incredible things being done by India...for instance,"" he added."
3,Kangaroos can ask humans for help with their gaze: Study,"Kangaroos can learn to communicate with humans, a behaviour that was previously thought to be reserved for domesticated animals like dogs, by using their gaze to ""point"" and ask for help, a study revealed. It involved 11 kangaroos that lived in captivity. Ten of the 11 kangaroos gazed at researchers when they were unable to open a box with food."
3,SpaceX will try to 'catch' boosters returning from space: Elon Musk,"Elon Musk said that SpaceX will ""try to catch"" Super Heavy rocket boosters returning from outer space instead of making them land. This will be done with the help of a launch tower arm, he added. Currently, the return of Falcon 9 boosters involve touching down on a boat or a launchpad using ""legs"" that are built into the rocket."
6,Wish you a speedy recovery: PM Modi to Macron after he tests COVID-19 positive,"After French President Emmanuel Macron tested positive for COVID-19 on Thursday, Prime Minister Narendra Modi tweeted, ""Wishing my dear friend Macron a speedy recovery and the best of health."" PM Modi tweeted his wishes in both French and English. Macron had taken the RT-PCR test at the onset of the first symptoms, according to the French President's office."
4,"American football coach punches an under-9 player twice, video goes viral","A video of an under-9s American football coach punching a child twice while trying to discipline him has gone viral. In the video, the child can be seen falling on the ground with the second punch and breaking into tears. ""If that were my kid I’d run on the field and beat his ass,"" MMA fighter Rampage Jackson tweeted."
5,OnePlus offers discounts on a wide selection of products from Jan 19-26,"On the occasion of Republic Day, OnePlus is offering discounts on a wide selection of products from January 19-26. There's a ₹300 discount on OnePlus Power Bank, OnePlus Buds, and OnePlus Band while OnePlus TV Y series has a discount of ₹500. You can purchase the discounted products from Amazon or the OnePlus website."
0,Telangana launches Electric Vehicle and Energy Storage Policy,"Telangana has launched its 'Electric Vehicle and Energy Storage Policy' which will be effective from 2020 to 2030. Under the policy, the government will offer a 100% exemption of road tax and registration fee for the first two lakh electric two-wheelers purchased and registered within Telangana. The exemption will be given to first 5,000 electric 4-wheeler private vehicles as well."
3,Aliens exist; they're in contact with US & Israel: Israel's ex-space security chief,"Aliens are real and secretly in contact with America and Israel but are keeping their existence quiet because ""humanity isn't ready"", said Haim Eshed, who headed Israel's space security programme for nearly 30 years. The 87-year-old further claimed there’s a ""Galactic Federation"" of aliens and their cooperation with the US includes a secret underground base on Mars."
1,"If I don’t work, my unit won't get paid: Mrunal on shooting amid COVID-19","Actress Mrunal Thakur commented on shooting amid the coronavirus pandemic and said, ""I know that if I don't work, my unit will not get paid. It's a collective moral responsibility."" The actress, who will start shooting for the final schedule of her upcoming Shahid Kapoor starrer film 'Jersey' in Chandigarh, admitted that she is scared of working during the pandemic."
6,Death toll from coal mine accident in China rises to 23,"The death toll from an accident due to excessive levels of carbon monoxide in a coal mine in China's Chongqing municipality rose to 23, the state media reported. One survivor had been rescued after more than 30 hours of search and rescue efforts, it added. The accident occurred when the workers were dismantling underground equipment, it further said."
3,Blue Origin receives NASA approval to launch future uncrewed missions,"Amazon Founder Jeff Bezos-owned Blue Origin has received approval from NASA to launch future unmanned scientific and exploration missions aboard its reusable New Glenn launch vehicle. Under the contract, Blue Origin will be able to compete for national security launch contracts. The New Glenn booster is not expected to make its first flight until 2021."
5,"Twitter expands hate speech rules to cover race, nationality","Twitter on Wednesday expanded its policy to prohibit hateful speech that ""dehumanises people on the basis of race, ethnicity, or national origin."" The social media platform backed the move citing research linking dehumanising language to offline violence. It last expanded the policy in March to include language that dehumanises on the basis of age, disability, or disease."
2,"SC bars construction, demolition or tree felling at Central Vista project","The Supreme Court on Monday expressed displeasure with the manner in which the central government is proceeding with construction work under the Central Vista project. The court said no construction, demolition or felling of trees shall take place at the site till it decides on the pleas challenging the project. It, however, allowed Centre to lay the project's foundation stone."
